Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Arena,Notes
"Fri, Mar 15, 2024",7:00p,Phoenix Suns,,Charlotte Hornets,,,,,Spectrum Center,
"Fri, Mar 15, 2024",7:00p,Miami Heat,,Detroit Pistons,,,,,Little Caesars Arena,
"Fri, Mar 15, 2024",7:30p,Orlando Magic,,Toronto Raptors,,,,,Scotiabank Arena,
"Fri, Mar 15, 2024",8:00p,Los Angeles Clippers,,New Orleans Pelicans,,,,,Smoothie King Center,
"Fri, Mar 15, 2024",8:30p,Denver Nuggets,,San Antonio Spurs,,,,,AT&T Center,
"Fri, Mar 15, 2024",9:30p,Atlanta Hawks,,Utah Jazz,,,,,Delta Center,
"Sat, Mar 16, 2024",5:00p,Cleveland Cavaliers,,Houston Rockets,,,,,Toyota Center,
"Sat, Mar 16, 2024",7:00p,Brooklyn Nets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
"Sat, Mar 16, 2024",7:00p,Portland Trail Blazers,,New Orleans Pelicans,,,,,Smoothie King Center,
"Sat, Mar 16, 2024",7:00p,Charlotte Hornets,,Philadelphia 76ers,,,,,Wells Fargo Center,
"Sat, Mar 16, 2024",8:00p,Washington Wizards,,Chicago Bulls,,,,,United Center,
"Sat, Mar 16, 2024",8:00p,Oklahoma City Thunder,,Memphis Grizzlies,,,,,FedEx Forum,
"Sat, Mar 16, 2024",8:30p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
"Sat, Mar 16, 2024",9:30p,Minnesota Timberwolves,,Utah Jazz,,,,,Delta Center,
"Sat, Mar 16, 2024",10:00p,New York Knicks,,Sacramento Kings,,,,,Golden 1 Center,
"Sun, Mar 17, 2024",1:00p,Phoenix Suns,,Milwaukee Bucks,,,,,Fiserv Forum,
"Sun, Mar 17, 2024",3:00p,Miami Heat,,Detroit Pistons,,,,,Little Caesars Arena,
"Sun, Mar 17, 2024",3:30p,Denver Nuggets,,Dallas Mavericks,,,,,American Airlines Center,
"Sun, Mar 17, 2024",6:00p,Toronto Raptors,,Orlando Magic,,,,,Amway Center,
"Sun, Mar 17, 2024",6:00p,Boston Celtics,,Washington Wizards,,,,,Capital One Arena,
"Sun, Mar 17, 2024",7:00p,Brooklyn Nets,,San Antonio Spurs,,,,,AT&T Center,
"Sun, Mar 17, 2024",9:30p,Atlanta Hawks,,Los Angeles Clippers,,,,,Crypto.com Arena,
"Mon, Mar 18, 2024",7:00p,Cleveland Cavaliers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
"Mon, Mar 18, 2024",7:30p,Detroit Pistons,,Boston Celtics,,,,,TD Garden,
"Mon, Mar 18, 2024",7:30p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,
"Mon, Mar 18, 2024",8:00p,Portland Trail Blazers,,Chicago Bulls,,,,,United Center,
"Mon, Mar 18, 2024",9:00p,Minnesota Timberwolves,,Utah Jazz,,,,,Delta Center,
"Mon, Mar 18, 2024",10:00p,New York Knicks,,Golden State Warriors,,,,,Chase Center,
"Mon, Mar 18, 2024",10:00p,Memphis Grizzlies,,Sacramento Kings,,,,,Golden 1 Center,
"Mon, Mar 18, 2024",10:30p,Atlanta Hawks,,Los Angeles Lakers,,,,,Crypto.com Arena,
"Tue, Mar 19, 2024",7:00p,Charlotte Hornets,,Orlando Magic,,,,,Amway Center,
"Tue, Mar 19, 2024",7:00p,Houston Rockets,,Washington Wizards,,,,,Capital One Arena,
"Tue, Mar 19, 2024",7:30p,New Orleans Pelicans,,Brooklyn Nets,,,,,Barclays Center,
"Tue, Mar 19, 2024",8:00p,Dallas Mavericks,,San Antonio Spurs,,,,,AT&T Center,
"Tue, Mar 19, 2024",9:00p,Denver Nuggets,,Minnesota Timberwolves,,,,,Target Center,
"Wed, Mar 20, 2024",7:00p,Miami Heat,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
"Wed, Mar 20, 2024",7:00p,Indiana Pacers,,Detroit Pistons,,,,,Little Caesars Arena,
"Wed, Mar 20, 2024",7:30p,Milwaukee Bucks,,Boston Celtics,,,,,TD Garden,
"Wed, Mar 20, 2024",7:30p,Sacramento Kings,,Toronto Raptors,,,,,Scotiabank Arena,
"Wed, Mar 20, 2024",8:00p,Utah Jazz,,Oklahoma City Thunder,,,,,Paycom Center,
"Wed, Mar 20, 2024",10:00p,Memphis Grizzlies,,Golden State Warriors,,,,,Chase Center,
"Wed, Mar 20, 2024",10:00p,Philadelphia 76ers,,Phoenix Suns,,,,,Footprint Center,
"Wed, Mar 20, 2024",10:00p,Los Angeles Clippers,,Portland Trail Blazers,,,,,Moda Center,
"Thu, Mar 21, 2024",7:00p,New Orleans Pelicans,,Orlando Magic,,,,,Amway Center,
"Thu, Mar 21, 2024",7:00p,Sacramento Kings,,Washington Wizards,,,,,Capital One Arena,
"Thu, Mar 21, 2024",8:00p,Chicago Bulls,,Houston Rockets,,,,,Toyota Center,
"Thu, Mar 21, 2024",8:00p,Brooklyn Nets,,Milwaukee Bucks,,,,,Fiserv Forum,
"Thu, Mar 21, 2024",8:30p,Utah Jazz,,Dallas Mavericks,,,,,American Airlines Center,
"Thu, Mar 21, 2024",9:00p,New York Knicks,,Denver Nuggets,,,,,Ball Arena,
"Thu, Mar 21, 2024",10:30p,Atlanta Hawks,,Phoenix Suns,,,,,Footprint Center,
"Fri, Mar 22, 2024",7:00p,Boston Celtics,,Detroit Pistons,,,,,Little Caesars Arena,
"Fri, Mar 22, 2024",7:00p,Oklahoma City Thunder,,Toronto Raptors,,,,,Scotiabank Arena,
"Fri, Mar 22, 2024",8:00p,New Orleans Pelicans,,Miami Heat,,,,,Kaseya Center,
"Fri, Mar 22, 2024",8:00p,Cleveland Cavaliers,,Minnesota Timberwolves,,,,,Target Center,
"Fri, Mar 22, 2024",8:00p,Memphis Grizzlies,,San Antonio Spurs,,,,,AT&T Center,
"Fri, Mar 22, 2024",10:00p,Indiana Pacers,,Golden State Warriors,,,,,Chase Center,
"Fri, Mar 22, 2024",10:00p,Los Angeles Clippers,,Portland Trail Blazers,,,,,Moda Center,
"Fri, Mar 22, 2024",10:30p,Philadelphia 76ers,,Los Angeles Lakers,,,,,Crypto.com Arena,
"Sat, Mar 23, 2024",1:00p,Brooklyn Nets,,New York Knicks,,,,,Madison Square Garden (IV),
"Sat, Mar 23, 2024",7:00p,Sacramento Kings,,Orlando Magic,,,,,Amway Center,
"Sat, Mar 23, 2024",7:30p,Charlotte Hornets,,Atlanta Hawks,,,,,State Farm Arena,
"Sat, Mar 23, 2024",8:00p,Boston Celtics,,Chicago Bulls,,,,,United Center,
"Sat, Mar 23, 2024",8:00p,Utah Jazz,,Houston Rockets,,,,,Toyota Center,
"Sat, Mar 23, 2024",8:00p,Phoenix Suns,,San Antonio Spurs,,,,,AT&T Center,
"Sat, Mar 23, 2024",8:00p,Toronto Raptors,,Washington Wizards,,,,,Capital One Arena,
"Sat, Mar 23, 2024",10:00p,Denver Nuggets,,Portland Trail Blazers,,,,,Moda Center,
"Sun, Mar 24, 2024",3:00p,New Orleans Pelicans,,Detroit Pistons,,,,,Little Caesars Arena,
"Sun, Mar 24, 2024",3:30p,Philadelphia 76ers,,Los Angeles Clippers,,,,,Crypto.com Arena,
"Sun, Mar 24, 2024",6:00p,Cleveland Cavaliers,,Miami Heat,,,,,Kaseya Center,
"Sun, Mar 24, 2024",7:00p,Oklahoma City Thunder,,Milwaukee Bucks,,,,,Fiserv Forum,
"Sun, Mar 24, 2024",7:00p,Golden State Warriors,,Minnesota Timberwolves,,,,,Target Center,
"Sun, Mar 24, 2024",10:00p,Indiana Pacers,,Los Angeles Lakers,,,,,Crypto.com Arena,
"Mon, Mar 25, 2024",7:00p,Charlotte Hornets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
"Mon, Mar 25, 2024",7:30p,Boston Celtics,,Atlanta Hawks,,,,,State Farm Arena,
"Mon, Mar 25, 2024",7:30p,Detroit Pistons,,New York Knicks,,,,,Madison Square Garden (IV),
"Mon, Mar 25, 2024",7:30p,Brooklyn Nets,,Toronto Raptors,,,,,Scotiabank Arena,
"Mon, Mar 25, 2024",8:00p,Washington Wizards,,Chicago Bulls,,,,,United Center,
"Mon, Mar 25, 2024",8:00p,Portland Trail Blazers,,Houston Rockets,,,,,Toyota Center,
"Mon, Mar 25, 2024",8:00p,Phoenix Suns,,San Antonio Spurs,,,,,AT&T Center,
"Mon, Mar 25, 2024",9:00p,Memphis Grizzlies,,Denver Nuggets,,,,,Ball Arena,
"Mon, Mar 25, 2024",9:00p,Dallas Mavericks,,Utah Jazz,,,,,Delta Center,
"Mon, Mar 25, 2024",10:00p,Philadelphia 76ers,,Sacramento Kings,,,,,Golden 1 Center,
"Mon, Mar 25, 2024",10:30p,Indiana Pacers,,Los Angeles Clippers,,,,,Crypto.com Arena,
"Tue, Mar 26, 2024",7:30p,Golden State Warriors,,Miami Heat,,,,,Kaseya Center,
"Tue, Mar 26, 2024",7:30p,Los Angeles Lakers,,Milwaukee Bucks,,,,,Fiserv Forum,
"Tue, Mar 26, 2024",8:00p,Oklahoma City Thunder,,New Orleans Pelicans,,,,,Smoothie King Center,
"Tue, Mar 26, 2024",10:00p,Dallas Mavericks,,Sacramento Kings,,,,,Golden 1 Center,
"Wed, Mar 27, 2024",7:00p,Cleveland Cavaliers,,Charlotte Hornets,,,,,Spectrum Center,
"Wed, Mar 27, 2024",7:00p,Golden State Warriors,,Orlando Magic,,,,,Amway Center,
"Wed, Mar 27, 2024",7:00p,Brooklyn Nets,,Washington Wizards,,,,,Capital One Arena,
"Wed, Mar 27, 2024",7:30p,Portland Trail Blazers,,Atlanta Hawks,,,,,State Farm Arena,
"Wed, Mar 27, 2024",7:30p,Los Angeles Clippers,,Philadelphia 76ers,,,,,Wells Fargo Center,
"Wed, Mar 27, 2024",7:30p,New York Knicks,,Toronto Raptors,,,,,Scotiabank Arena,
"Wed, Mar 27, 2024",8:00p,Indiana Pacers,,Chicago Bulls,,,,,United Center,
"Wed, Mar 27, 2024",8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,,,FedEx Forum,
"Wed, Mar 27, 2024",8:00p,Detroit Pistons,,Minnesota Timberwolves,,,,,Target Center,
"Wed, Mar 27, 2024",8:00p,Houston Rockets,,Oklahoma City Thunder,,,,,Paycom Center,
"Wed, Mar 27, 2024",9:00p,San Antonio Spurs,,Utah Jazz,,,,,Delta Center,
"Wed, Mar 27, 2024",10:00p,Phoenix Suns,,Denver Nuggets,,,,,Ball Arena,
"Thu, Mar 28, 2024",7:30p,Boston Celtics,,Atlanta Hawks,,,,,State Farm Arena,
"Thu, Mar 28, 2024",8:00p,Milwaukee Bucks,,New Orleans Pelicans,,,,,Smoothie King Center,
"Fri, Mar 29, 2024",7:00p,Golden State Warriors,,Charlotte Hornets,,,,,Spectrum Center,
"Fri, Mar 29, 2024",7:00p,Los Angeles Lakers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
"Fri, Mar 29, 2024",7:00p,Los Angeles Clippers,,Orlando Magic,,,,,Amway Center,
"Fri, Mar 29, 2024",7:00p,Detroit Pistons,,Washington Wizards,,,,,Capital One Arena,
"Fri, Mar 29, 2024",7:30p,Chicago Bulls,,Brooklyn Nets,,,,,Barclays Center,
"Fri, Mar 29, 2024",7:30p,Philadelphia 76ers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
"Fri, Mar 29, 2024",8:00p,Portland Trail Blazers,,Miami Heat,,,,,Kaseya Center,
"Fri, Mar 29, 2024",8:00p,Phoenix Suns,,Oklahoma City Thunder,,,,,Paycom Center,
"Fri, Mar 29, 2024",8:00p,New York Knicks,,San Antonio Spurs,,,,,AT&T Center,
"Fri, Mar 29, 2024",9:00p,Minnesota Timberwolves,,Denver Nuggets,,,,,Ball Arena,
"Fri, Mar 29, 2024",9:30p,Houston Rockets,,Utah Jazz,,,,,Delta Center,
"Fri, Mar 29, 2024",10:00p,Dallas Mavericks,,Sacramento Kings,,,,,Golden 1 Center,
"Sat, Mar 30, 2024",5:00p,Boston Celtics,,New Orleans Pelicans,,,,,Smoothie King Center,
"Sat, Mar 30, 2024",7:00p,Memphis Grizzlies,,Orlando Magic,,,,,Amway Center,
"Sat, Mar 30, 2024",7:30p,Milwaukee Bucks,,Atlanta Hawks,,,,,State Farm Arena,
"Sun, Mar 31, 2024",3:30p,Cleveland Cavaliers,,Denver Nuggets,,,,,Ball Arena,
"Sun, Mar 31, 2024",6:00p,Los Angeles Lakers,,Brooklyn Nets,,,,,Barclays Center,
"Sun, Mar 31, 2024",6:00p,Los Angeles Clippers,,Charlotte Hornets,,,,,Spectrum Center,
"Sun, Mar 31, 2024",6:00p,Philadelphia 76ers,,Toronto Raptors,,,,,Scotiabank Arena,
"Sun, Mar 31, 2024",6:00p,Miami Heat,,Washington Wizards,,,,,Capital One Arena,
"Sun, Mar 31, 2024",7:00p,Dallas Mavericks,,Houston Rockets,,,,,Toyota Center,
"Sun, Mar 31, 2024",7:00p,Chicago Bulls,,Minnesota Timberwolves,,,,,Target Center,
"Sun, Mar 31, 2024",7:00p,Oklahoma City Thunder,,New York Knicks,,,,,Madison Square Garden (IV),
"Sun, Mar 31, 2024",7:00p,Golden State Warriors,,San Antonio Spurs,,,,,AT&T Center,
"Sun, Mar 31, 2024",9:00p,Utah Jazz,,Sacramento Kings,,,,,Golden 1 Center,
"Mon, Apr 1, 2024",7:00p,Boston Celtics,,Charlotte Hornets,,,,,Spectrum Center,
"Mon, Apr 1, 2024",7:00p,Memphis Grizzlies,,Detroit Pistons,,,,,Little Caesars Arena,
"Mon, Apr 1, 2024",7:00p,Brooklyn Nets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
"Mon, Apr 1, 2024",7:00p,Portland Trail Blazers,,Orlando Magic,,,,,Amway Center,
"Mon, Apr 1, 2024",8:00p,Atlanta Hawks,,Chicago Bulls,,,,,United Center,
"Mon, Apr 1, 2024",8:00p,Phoenix Suns,,New Orleans Pelicans,,,,,Smoothie King Center,
"Tue, Apr 2, 2024",7:00p,Oklahoma City Thunder,,Philadelphia 76ers,,,,,Wells Fargo Center,
"Tue, Apr 2, 2024",7:00p,Los Angeles Lakers,,Toronto Raptors,,,,,Scotiabank Arena,
"Tue, Apr 2, 2024",7:00p,Milwaukee Bucks,,Washington Wizards,,,,,Capital One Arena,
"Tue, Apr 2, 2024",7:30p,Golden State Warriors,,Dallas Mavericks,,,,,American Airlines Center,
"Tue, Apr 2, 2024",7:30p,New York Knicks,,Miami Heat,,,,,Kaseya Center,
"Tue, Apr 2, 2024",8:00p,Houston Rockets,,Minnesota Timberwolves,,,,,Target Center,
"Tue, Apr 2, 2024",9:00p,San Antonio Spurs,,Denver Nuggets,,,,,Ball Arena,
"Tue, Apr 2, 2024",9:00p,Cleveland Cavaliers,,Utah Jazz,,,,,Delta Center,
"Tue, Apr 2, 2024",10:00p,Los Angeles Clippers,,Sacramento Kings,,,,,Golden 1 Center,
"Wed, Apr 3, 2024",7:00p,Portland Trail Blazers,,Charlotte Hornets,,,,,Spectrum Center,
"Wed, Apr 3, 2024",7:00p,Los Angeles Lakers,,Washington Wizards,,,,,Capital One Arena,
"Wed, Apr 3, 2024",7:30p,Detroit Pistons,,Atlanta Hawks,,,,,State Farm Arena,
"Wed, Apr 3, 2024",7:30p,Oklahoma City Thunder,,Boston Celtics,,,,,TD Garden,
"Wed, Apr 3, 2024",7:30p,Indiana Pacers,,Brooklyn Nets,,,,,Barclays Center,
"Wed, Apr 3, 2024",7:30p,Memphis Grizzlies,,Milwaukee Bucks,,,,,Fiserv Forum,
"Wed, Apr 3, 2024",8:00p,Toronto Raptors,,Minnesota Timberwolves,,,,,Target Center,
"Wed, Apr 3, 2024",8:00p,Orlando Magic,,New Orleans Pelicans,,,,,Smoothie King Center,
"Wed, Apr 3, 2024",10:00p,Cleveland Cavaliers,,Phoenix Suns,,,,,Footprint Center,
"Thu, Apr 4, 2024",7:30p,Philadelphia 76ers,,Miami Heat,,,,,Kaseya Center,
"Thu, Apr 4, 2024",7:30p,Sacramento Kings,,New York Knicks,,,,,Madison Square Garden (IV),
"Thu, Apr 4, 2024",8:00p,Golden State Warriors,,Houston Rockets,,,,,Toyota Center,
"Thu, Apr 4, 2024",10:00p,Denver Nuggets,,Los Angeles Clippers,,,,,Crypto.com Arena,
"Fri, Apr 5, 2024",7:00p,Orlando Magic,,Charlotte Hornets,,,,,Spectrum Center,
"Fri, Apr 5, 2024",7:00p,Oklahoma City Thunder,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
"Fri, Apr 5, 2024",7:00p,Portland Trail Blazers,,Washington Wizards,,,,,Capital One Arena,
"Fri, Apr 5, 2024",7:30p,Sacramento Kings,,Boston Celtics,,,,,TD Garden,
"Fri, Apr 5, 2024",8:00p,New York Knicks,,Chicago Bulls,,,,,United Center,
"Fri, Apr 5, 2024",8:00p,Miami Heat,,Houston Rockets,,,,,Toyota Center,
"Fri, Apr 5, 2024",8:00p,Detroit Pistons,,Memphis Grizzlies,,,,,FedEx Forum,
"Fri, Apr 5, 2024",8:00p,Toronto Raptors,,Milwaukee Bucks,,,,,Fiserv Forum,
"Fri, Apr 5, 2024",8:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,Smoothie King Center,
"Fri, Apr 5, 2024",8:30p,Atlanta Hawks,,Dallas Mavericks,,,,,American Airlines Center,
"Fri, Apr 5, 2024",10:00p,Minnesota Timberwolves,,Phoenix Suns,,,,,Footprint Center,
"Fri, Apr 5, 2024",10:30p,Utah Jazz,,Los Angeles Clippers,,,,,Crypto.com Arena,
"Sat, Apr 6, 2024",3:30p,Cleveland Cavaliers,,Los Angeles Lakers,,,,,Crypto.com Arena,
"Sat, Apr 6, 2024",7:00p,Detroit Pistons,,Brooklyn Nets,,,,,Barclays Center,
"Sat, Apr 6, 2024",8:00p,Philadelphia 76ers,,Memphis Grizzlies,,,,,FedEx Forum,
"Sat, Apr 6, 2024",9:00p,Atlanta Hawks,,Denver Nuggets,,,,,Ball Arena,
"Sun, Apr 7, 2024",3:30p,Houston Rockets,,Dallas Mavericks,,,,,American Airlines Center,
"Sun, Apr 7, 2024",3:30p,Cleveland Cavaliers,,Los Angeles Clippers,,,,,Crypto.com Arena,
"Sun, Apr 7, 2024",5:00p,Miami Heat,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
"Sun, Apr 7, 2024",6:00p,Portland Trail Blazers,,Boston Celtics,,,,,TD Garden,
"Sun, Apr 7, 2024",6:00p,Oklahoma City Thunder,,Charlotte Hornets,,,,,Spectrum Center,
"Sun, Apr 7, 2024",6:00p,Chicago Bulls,,Orlando Magic,,,,,Amway Center,
"Sun, Apr 7, 2024",6:00p,New Orleans Pelicans,,Phoenix Suns,,,,,Footprint Center,
"Sun, Apr 7, 2024",6:00p,Washington Wizards,,Toronto Raptors,,,,,Scotiabank Arena,
"Sun, Apr 7, 2024",7:00p,New York Knicks,,Milwaukee Bucks,,,,,Fiserv Forum,
"Sun, Apr 7, 2024",7:00p,Philadelphia 76ers,,San Antonio Spurs,,,,,AT&T Center,
"Sun, Apr 7, 2024",7:30p,Sacramento Kings,,Brooklyn Nets,,,,,Barclays Center,
"Sun, Apr 7, 2024",8:30p,Utah Jazz,,Golden State Warriors,,,,,Chase Center,
"Sun, Apr 7, 2024",10:00p,Minnesota Timberwolves,,Los Angeles Lakers,,,,,Crypto.com Arena,
"Tue, Apr 9, 2024",7:00p,Dallas Mavericks,,Charlotte Hornets,,,,,Spectrum Center,
"Tue, Apr 9, 2024",7:00p,Detroit Pistons,,Philadelphia 76ers,,,,,Wells Fargo Center,
"Tue, Apr 9, 2024",7:00p,Indiana Pacers,,Toronto Raptors,,,,,Scotiabank Arena,
"Tue, Apr 9, 2024",7:30p,Miami Heat,,Atlanta Hawks,,,,,State Farm Arena,
"Tue, Apr 9, 2024",7:30p,Boston Celtics,,Milwaukee Bucks,,,,,Fiserv Forum,
"Tue, Apr 9, 2024",8:00p,New York Knicks,,Chicago Bulls,,,,,United Center,
"Tue, Apr 9, 2024",8:00p,Orlando Magic,,Houston Rockets,,,,,Toyota Center,
"Tue, Apr 9, 2024",8:00p,San Antonio Spurs,,Memphis Grizzlies,,,,,FedEx Forum,
"Tue, Apr 9, 2024",8:00p,Washington Wizards,,Minnesota Timberwolves,,,,,Target Center,
"Tue, Apr 9, 2024",8:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
"Tue, Apr 9, 2024",9:00p,Denver Nuggets,,Utah Jazz,,,,,Delta Center,
"Tue, Apr 9, 2024",10:00p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
"Tue, Apr 9, 2024",10:00p,Los Angeles Clippers,,Phoenix Suns,,,,,Footprint Center,
"Tue, Apr 9, 2024",10:00p,New Orleans Pelicans,,Portland Trail Blazers,,,,,Moda Center,
"Wed, Apr 10, 2024",7:00p,Memphis Grizzlies,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
"Wed, Apr 10, 2024",7:30p,Charlotte Hornets,,Atlanta Hawks,,,,,State Farm Arena,
"Wed, Apr 10, 2024",7:30p,Toronto Raptors,,Brooklyn Nets,,,,,Barclays Center,
"Wed, Apr 10, 2024",7:30p,Dallas Mavericks,,Miami Heat,,,,,Kaseya Center,
"Wed, Apr 10, 2024",8:00p,Orlando Magic,,Milwaukee Bucks,,,,,Fiserv Forum,
"Wed, Apr 10, 2024",8:00p,San Antonio Spurs,,Oklahoma City Thunder,,,,,Paycom Center,
"Wed, Apr 10, 2024",10:00p,Minnesota Timberwolves,,Denver Nuggets,,,,,Ball Arena,
"Wed, Apr 10, 2024",10:30p,Phoenix Suns,,Los Angeles Clippers,,,,,Crypto.com Arena,
"Thu, Apr 11, 2024",7:00p,Chicago Bulls,,Detroit Pistons,,,,,Little Caesars Arena,
"Thu, Apr 11, 2024",7:30p,New York Knicks,,Boston Celtics,,,,,TD Garden,
"Thu, Apr 11, 2024",9:00p,Houston Rockets,,Utah Jazz,,,,,Delta Center,
"Thu, Apr 11, 2024",10:00p,Golden State Warriors,,Portland Trail Blazers,,,,,Moda Center,
"Thu, Apr 11, 2024",10:00p,New Orleans Pelicans,,Sacramento Kings,,,,,Golden 1 Center,
"Fri, Apr 12, 2024",7:00p,Orlando Magic,,Philadelphia 76ers,,,,,Wells Fargo Center,
"Fri, Apr 12, 2024",7:00p,Chicago Bulls,,Washington Wizards,,,,,Capital One Arena,
"Fri, Apr 12, 2024",7:30p,Charlotte Hornets,,Boston Celtics,,,,,TD Garden,
"Fri, Apr 12, 2024",7:30p,Indiana Pacers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
"Fri, Apr 12, 2024",7:30p,Brooklyn Nets,,New York Knicks,,,,,Madison Square Garden (IV),
"Fri, Apr 12, 2024",8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,,,FedEx Forum,
"Fri, Apr 12, 2024",8:00p,Toronto Raptors,,Miami Heat,,,,,Kaseya Center,
"Fri, Apr 12, 2024",8:00p,Atlanta Hawks,,Minnesota Timberwolves,,,,,Target Center,
"Fri, Apr 12, 2024",8:00p,Milwaukee Bucks,,Oklahoma City Thunder,,,,,Paycom Center,
"Fri, Apr 12, 2024",8:00p,Denver Nuggets,,San Antonio Spurs,,,,,AT&T Center,
"Fri, Apr 12, 2024",8:30p,Detroit Pistons,,Dallas Mavericks,,,,,American Airlines Center,
"Fri, Apr 12, 2024",10:00p,New Orleans Pelicans,,Golden State Warriors,,,,,Chase Center,
"Fri, Apr 12, 2024",10:00p,Houston Rockets,,Portland Trail Blazers,,,,,Moda Center,
"Fri, Apr 12, 2024",10:30p,Utah Jazz,,Los Angeles Clippers,,,,,Crypto.com Arena,
"Fri, Apr 12, 2024",10:30p,Phoenix Suns,,Sacramento Kings,,,,,Golden 1 Center,
"Sun, Apr 14, 2024",1:00p,Washington Wizards,,Boston Celtics,,,,,TD Garden,
"Sun, Apr 14, 2024",1:00p,Charlotte Hornets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
"Sun, Apr 14, 2024",1:00p,Atlanta Hawks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
"Sun, Apr 14, 2024",1:00p,Toronto Raptors,,Miami Heat,,,,,Kaseya Center,
"Sun, Apr 14, 2024",1:00p,Chicago Bulls,,New York Knicks,,,,,Madison Square Garden (IV),
"Sun, Apr 14, 2024",1:00p,Milwaukee Bucks,,Orlando Magic,,,,,Amway Center,
"Sun, Apr 14, 2024",1:00p,Brooklyn Nets,,Philadelphia 76ers,,,,,Wells Fargo Center,
"Sun, Apr 14, 2024",3:30p,Utah Jazz,,Golden State Warriors,,,,,Chase Center,
"Sun, Apr 14, 2024",3:30p,Houston Rockets,,Los Angeles Clippers,,,,,Crypto.com Arena,
"Sun, Apr 14, 2024",3:30p,Denver Nuggets,,Memphis Grizzlies,,,,,FedEx Forum,
"Sun, Apr 14, 2024",3:30p,Phoenix Suns,,Minnesota Timberwolves,,,,,Target Center,
"Sun, Apr 14, 2024",3:30p,Los Angeles Lakers,,New Orleans Pelicans,,,,,Smoothie King Center,
"Sun, Apr 14, 2024",3:30p,Dallas Mavericks,,Oklahoma City Thunder,,,,,Paycom Center,
"Sun, Apr 14, 2024",3:30p,Portland Trail Blazers,,Sacramento Kings,,,,,Golden 1 Center,
"Sun, Apr 14, 2024",3:30p,Detroit Pistons,,San Antonio Spurs,,,,,AT&T Center,
